Press CTRL-C to stop.
         495696 function calls (481712 primitive calls) in 108.600 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.001    0.001    0.107    0.107 policy.py:1(<module>)
        1    0.001    0.001    3.480    3.480 main.py:132(get_news)
        1    0.001    0.001    0.001    0.001 numerictypes.py:412(_construct_lookups)
        7    0.001    0.000    0.001    0.000 message.py:303(set_payload)
       14    0.001    0.000    0.001    0.000 {method 'extend' of 'collections.deque' objects}
        3    0.001    0.000    0.042    0.014 helpers.py:13(delimited_list)
       56    0.001    0.000    0.001    0.000 __init__.py:189(_checkLevel)
        1    0.001    0.001    0.002    0.002 connection.py:110(__init__)
        1    0.001    0.001    0.013    0.013 escprober.py:28(<module>)
       52    0.001    0.000    0.001    0.000 __init__.py:1226(append)
        2    0.001    0.000    0.008    0.004 cookiejar.py:1677(extract_cookies)
        5    0.001    0.000    0.003    0.001 genericpath.py:16(exists)
        1    0.001    0.001    0.001    0.001 mbcssm.py:28(<module>)
        1    0.001    0.001    0.022    0.022 arraysetops.py:1(<module>)
        1    0.001    0.001    0.001    0.001 timeout.py:238(read_timeout)
       14    0.001    0.000    0.004    0.000 hashlib.py:126(__get_openssl_constructor)
       13    0.001    0.000    0.001    0.000 _policybase.py:94(_append_doc)
        1    0.001    0.001    0.004    0.004 records.py:1(<module>)
        1    0.001    0.001    0.048    0.048 name.py:5(<module>)
        1    0.001    0.001    0.070    0.070 subprocess.py:10(<module>)
        2    0.001    0.000    0.023    0.012 x448.py:5(<module>)
        3    0.001    0.000    0.001    0.000 {built-in method combine}
        6    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.draw}
        2    0.001    0.000    0.001    0.000 _collections.py:47(__init__)
        2    0.001    0.000    0.024    0.012 x25519.py:5(<module>)
       49    0.001    0.000    0.003    0.000 _strptime.py:234(<genexpr>)
        3    0.001    0.000    0.001    0.000 ssl.py:1082(_check_connected)
        1    0.001    0.001    0.006    0.006 ocsp.py:104(_OCSPResponse)
       12    0.001    0.000    0.001    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        8    0.001    0.000    0.001    0.000 utils.py:159(cached_property)
        6    0.001    0.000    0.006    0.001 enum.py:909(_create_pseudo_member_)
        1    0.001    0.001    0.001    0.001 idnadata.py:3(<module>)
        1    0.001    0.001    0.001    0.001 utils.py:133(_get_indent)
       12    0.001    0.000    0.001    0.000 core.py:5667(<lambda>)
        1    0.001    0.001    0.005    0.005 oid.py:51(NameOID)
       46    0.001    0.000    0.006    0.000 typing.py:903(<genexpr>)
        1    0.001    0.001    0.004    0.004 hashlib.py:5(<module>)
        1    0.001    0.001    0.001    0.001 pickle.py:1136(_Unpickler)
       34    0.001    0.000    0.001    0.000 _add_newdocs.py:6715(<genexpr>)
       26    0.001    0.000    0.004    0.000 calendar.py:58(__getitem__)
       13    0.001    0.000    0.012    0.001 typing.py:859(copy_with)
       31    0.001    0.000    0.001    0.000 _helpers.py:44(decorator)
        2    0.001    0.000    0.005    0.003 contextlib.py:121(__exit__)
        2    0.001    0.000    0.001    0.000 sessions.py:749(mount)
        1    0.001    0.001    0.003    0.003 chebyshev.py:1(<module>)
      141    0.001    0.000    0.001    0.000 {built-in method _sre.unicode_tolower}
       43    0.001    0.000    0.001    0.000 core.py:2335(_generateDefaultName)
        1    0.001    0.001    0.001    0.001 _polybase.py:17(ABCPolyBase)
       44    0.001    0.000    0.001    0.000 unicode.py:17(<genexpr>)
        3    0.001    0.000    0.020    0.007 cookies.py:37(__init__)
       10    0.001    0.000    0.184    0.018 core.py:5392(__init__)
        8    0.001    0.000    0.001    0.000 {built-in method posix.lstat}
        1    0.001    0.001    0.001    0.001 _type_aliases.py:153(_add_integer_aliases)
        1    0.001    0.001    0.551    0.551 compat.py:3(<module>)
        1    0.001    0.001    0.001    0.001 utils.py:461(_parse_content_type_header)
        1    0.001    0.001    1.783    1.783 requests.py:15(<module>)
        1    0.001    0.001    1.609    1.609 _cryptography_rsa.py:15(<module>)
        1    0.001    0.001    0.005    0.005 oid.py:11(ExtensionOID)
       23    0.001    0.000    0.001    0.000 queue.py:15(_qsize)
        1    0.001    0.001    0.006    0.006 socketserver.py:1(<module>)
        1    0.001    0.001    0.015    0.015 utils.py:1(<module>)
        1    0.001    0.001    0.740    0.740 flow.py:15(<module>)
        1    0.001    0.001    0.072    0.072 sjisprober.py:28(<module>)
        7    0.001    0.000    0.001    0.000 variable.py:389(is_list_of_tuples)
        1    0.001    0.001    0.010    0.010 selectors.py:1(<module>)
        1    0.001    0.001    0.046    0.046 ipaddress.py:4(<module>)
        1    0.001    0.001    0.016    0.016 uuid.py:1(<module>)
        2    0.001    0.000    0.019    0.010 ed25519.py:5(<module>)
        1    0.001    0.001    0.003    0.003 laguerre.py:1(<module>)
        1    0.001    0.001    0.082    0.082 header.py:5(<module>)
        2    0.001    0.000    0.019    0.010 ed448.py:5(<module>)
        5    0.001    0.000    0.009    0.002 textwrap.py:414(dedent)
     12/2    0.001    0.000    0.014    0.007 core.py:1505(makeOptionalList)
        9    0.001    0.000    0.003    0.000 functools.py:517(decorating_function)
        1    0.001    0.001    0.003    0.003 hermite.py:1(<module>)
        1    0.001    0.001    0.001    0.001 models.py:226(__init__)
       94    0.001    0.000    0.001    0.000 ipaddress.py:576(__int__)
        4    0.001    0.000    0.001    0.000 __init__.py:1355(_fixupChildren)
        1    0.001    0.001    0.033    0.033 ntpath.py:2(<module>)
       48    0.001    0.000    0.001    0.000 {method 'mro' of 'type' objects}
        6    0.001    0.000    0.006    0.001 gzip.py:326(close)
       32    0.001    0.000    0.001    0.000 _type_aliases.py:67(<genexpr>)
        1    0.001    0.001    0.084    0.084 headerregistry.py:1(<module>)
        6    0.001    0.000    0.002    0.000 ImageDraw.py:100(_getink)
        4    0.001    0.000    0.001    0.000 utils.py:942(check_header_validity)
        1    0.001    0.001    0.001    0.001 parse.py:796(__init__)
       46    0.001    0.000    0.005    0.000 core.py:3819(<genexpr>)
        8    0.001    0.000    0.002    0.000 _ufunc_config.py:32(seterr)
        2    0.001    0.000    0.001    0.000 {method 'isoformat' of 'datetime.date' objects}
        1    0.001    0.001    0.010    0.010 tokens.py:1(<module>)
       37    0.001    0.000    0.001    0.000 backend.py:365(register_cipher_adapter)
        1    0.001    0.001    0.006    0.006 retry.py:1(<module>)
       12    0.001    0.000    0.001    0.000 results.py:431(__iadd__)
        1    0.001    0.001    0.069    0.069 server.py:1(<module>)
        2    0.001    0.000    0.001    0.000 adapters.py:58(__init__)
       12    0.001    0.000    0.001    0.000 {built-in method _struct.unpack}
        1    0.001    0.001    3.339    3.339 __init__.py:135(_build_ssl_context)
        2    0.001    0.000    0.019    0.010 adapters.py:113(__init__)
       59    0.001    0.000    0.001    0.000 enum.py:244(<genexpr>)
        6    0.001    0.000    0.001    0.000 sre_compile.py:416(_bytes_to_codes)
      131    0.001    0.000    0.001    0.000 util.py:199(no_escape_re_range_char)
       24    0.001    0.000    0.001    0.000 results.py:191(__getitem__)
        1    0.001    0.001    0.126    0.126 binding.py:5(<module>)
       44    0.001    0.000    0.005    0.000 typing.py:820(<genexpr>)
       12    0.001    0.000    0.001    0.000 gzip.py:322(closed)
        1    0.001    0.001    0.011    0.011 oauth1_session.py:1(<module>)
       46    0.001    0.000    0.001    0.000 {method 'setter' of 'property' objects}
       41    0.001    0.000    0.804    0.020 six.py:194(find_spec)
        1    0.001    0.001    0.003    0.003 hermite_e.py:1(<module>)
        1    0.001    0.001    0.004    0.004 legendre.py:1(<module>)
        1    0.001    0.001    0.015    0.015 ipaddress.py:1529(_IPv4Constants)
       21    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:765(exec_module)
        6    0.001    0.000    0.002    0.000 _helpers.py:113(from_bytes)
        1    0.001    0.001    4.505    4.505 googlecalendar.py:2(<module>)
        2    0.001    0.000    0.001    0.000 {built-in method _ctypes.POINTER}
        1    0.001    0.001    0.025    0.025 discovery.py:437(build_from_document)
       28    0.001    0.000    0.001    0.000 ipaddress.py:1840(_split_scope_id)
       13    0.001    0.000    0.001    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
       30    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1095(__init__)
        1    0.001    0.001    0.032    0.032 jwt.py:15(<module>)
        1    0.001    0.001    0.002    0.002 es256.py:15(<module>)
        6    0.001    0.000    0.001    0.000 cookiejar.py:1750(__iter__)
        1    0.001    0.001    0.072    0.072 utils.py:709(should_bypass_proxies)
        1    0.001    0.001    0.002    0.002 utils.py:817(default_headers)
       69    0.001    0.000    0.001    0.000 _collections_abc.py:409(__subclasshook__)
       25    0.001    0.000    0.001    0.000 ipaddress.py:417(_check_int_address)
        1    0.001    0.001    0.006    0.006 oid.py:84(SignatureAlgorithmOID)
       11    0.001    0.000    0.001    0.000 threading.py:82(RLock)
        1    0.001    0.001    0.006    0.006 util.py:2(<module>)
        7    0.001    0.000    0.001    0.000 getlimits.py:498(__init__)
        1    0.001    0.001    0.017    0.017 webbrowser.py:2(<module>)
       10    0.001    0.000    0.004    0.000 extras.py:239(getdoc)
        1    0.001    0.001    0.098    0.098 tempfile.py:1(<module>)
        1    0.001    0.001    0.006    0.006 connectionpool.py:1054(_normalize_host)
        1    0.001    0.001    0.003    0.003 mixins.py:59(NDArrayOperatorsMixin)
       13    0.001    0.000    0.002    0.000 mixins.py:44(_numeric_methods)
        1    0.001    0.001    3.426    3.426 api.py:64(get)
        1    0.001    0.001    0.004    0.004 cookiejar.py:1353(add_cookie_header)
        2    0.001    0.000    0.002    0.001 core.py:2975(__array_finalize__)
        7    0.001    0.000    0.001    0.000 variable.py:124(post_parse)
        8    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
       36    0.001    0.000    0.001    0.000 _string_helpers.py:16(english_lower)
        7    0.001    0.000    0.006    0.001 credentials.py:71(valid)
       46    0.001    0.000    0.003    0.000 typing.py:886(<genexpr>)
       14    0.001    0.000    0.001    0.000 handlers.py:30(_needs_transcode)
        2    0.001    0.000    0.010    0.005 queue.py:1(<module>)
        1    0.001    0.001    0.010    0.010 ssl.py:182(_TLSAlertType)
       31    0.001    0.000    0.001    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.001    0.001    0.138    0.138 sessions.py:744(close)
        8    0.001    0.000    0.001    0.000 _ufunc_config.py:132(geterr)
        1    0.001    0.001    0.004    0.004 padding.py:5(<module>)
     16/2    0.001    0.000    0.039    0.020 core.py:4373(parseImpl)
        7    0.001    0.000    0.002    0.000 __init__.py:853(__init__)
        9    0.001    0.000    0.002    0.000 _collections_abc.py:778(items)
        5    0.001    0.000    0.001    0.000 _weakrefset.py:82(add)
        4    0.001    0.000    0.004    0.001 threading.py:521(__init__)
        1    0.001    0.001    0.007    0.007 errors.py:5(<module>)
        1    0.001    0.001    0.007    0.007 _collections.py:141(__init__)
        1    0.001    0.001    0.033    0.033 message.py:5(<module>)
        7    0.001    0.000    0.002    0.000 base.py:95(catch_errors_and_unavailability)
      113    0.001    0.000    0.001    0.000 {method 'isascii' of 'str' objects}
        6    0.001    0.000    0.001    0.000 _compression.py:36(readable)
       11    0.001    0.000    0.006    0.001 core.py:4147(_generateDefaultName)
        1    0.001    0.001    0.019    0.019 handlers.py:1(<module>)
        1    0.001    0.001    0.003    0.003 client.py:1378(__init__)
        2    0.001    0.000    0.001    0.001 cookies.py:348(update)
       11    0.001    0.000    0.002    0.000 core.py:4430(_generateDefaultName)
       68    0.001    0.000    0.001    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.001    0.000    0.003    0.001 resource.py:2(<module>)
        1    0.001    0.001    0.003    0.003 posixpath.py:396(_joinrealpath)
        1    0.001    0.001    0.132    0.132 defmatrix.py:1(<module>)
        1    0.001    0.001    0.001    0.001 _type_aliases.py:94(_add_types)
        1    0.001    0.001    0.027    0.027 _strptime.py:173(__init__)
       13    0.001    0.000    0.009    0.001 core.py:5585(__init__)
        1    0.001    0.001    0.004    0.004 generator.py:5(<module>)
        1    0.001    0.001    0.004    0.004 handlers.py:34(read_environ)
        1    0.001    0.001    0.010    0.010 signature.py:2(<module>)
        1    0.001    0.001    0.042    0.042 poolmanager.py:188(_new_pool)
       23    0.001    0.000    0.001    0.000 {built-in method _struct.calcsize}
        1    0.001    0.001    0.001    0.001 contentmanager.py:1(<module>)
        2    0.001    0.000    0.033    0.016 scanner.py:1(<module>)
        1    0.001    0.001    0.002    0.002 _strptime.py:90(<listcomp>)
        2    0.001    0.000    0.002    0.001 cookies.py:529(merge_cookies)
        1    0.001    0.001    0.105    0.105 simple_server.py:1(<module>)
        1    0.000    0.000    0.022    0.022 variable.py:1(<module>)
        1    0.000    0.000    0.038    0.038 _strptime.py:309(_strptime)
        1    0.000    0.000    0.002    0.002 auth.py:3(<module>)
        7    0.000    0.000    0.000    0.000 socket.py:487(_decref_socketios)
        1    0.000    0.000    0.201    0.201 oauth1_auth.py:2(<module>)
        1    0.000    0.000    0.408    0.408 feedparser.py:5(<module>)
        1    0.000    0.000    0.057    0.057 poolmanager.py:262(connection_from_pool_key)
        1    0.000    0.000    0.002    0.002 _strptime.py:91(<listcomp>)
       79    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.013    0.013 ctypeslib.py:1(<module>)
